UTC;model1.direcao_vento_100m;model1.direcao_vento_10m;model1.velocidade_vento_100m;model1.velocidade_vento_10m;target.velocidade_vento;model2.direcao_vento_10m;model2.direcao_vento_100m;model2.velocidade_vento_10m;model2.velocidade_vento_100m
2017-04-06 22:00:00;288.07;285.83;14.32;10.61;15.11;283.82;285.75;11.02;14.6
2017-04-06 22:30:00;288.43;286.18;14.36;10.63;15.63;284.33;286.11;10.95;14.57
2017-04-06 23:00:00;288.79;286.52;14.4;10.66;14.85;284.85;286.48;10.88;14.55
2017-04-06 23:30:00;289.15;286.86;14.45;10.68;13.9;285.38;286.85;10.82;14.52
2017-04-07 00:00:00;289.51;287.2;14.49;10.7;13.81;285.92;287.22;10.75;14.49
2017-04-07 00:30:00;290.2;287.85;14.34;10.57;13.46;286.05;287.87;10.67;14.37
2017-04-07 01:00:00;290.92;288.51;14.19;10.44;12.47;286.19;288.53;10.59;14.26
2017-04-07 01:30:00;291.64;289.19;14.04;10.32;12.47;286.33;289.2;10.51;14.14
2017-04-07 02:00:00;292.39;289.89;13.9;10.2;13.2;286.48;289.89;10.43;14.03
2017-04-07 02:30:00;293.14;290.61;13.76;10.07;13.15;286.62;290.58;10.35;13.92
2017-04-07 03:00:00;293.92;291.34;13.62;9.95;13.56;286.77;291.29;10.27;13.81
2017-04-07 03:30:00;293.36;290.77;13.62;9.95;14.18;287.63;292.02;10.2;13.73
2017-04-07 04:00:00;292.8;290.2;13.61;9.94;13.8;288.51;292.75;10.12;13.65
2017-04-07 04:30:00;292.25;289.63;13.61;9.94;13.54;289.4;293.49;10.05;13.57
2017-04-07 05:00:00;291.69;289.05;13.62;9.94;13.17;290.31;294.24;9.98;13.49
2017-04-07 05:30:00;291.13;288.48;13.62;9.94;13.22;291.22;295.0;9.91;13.42
2017-04-07 06:00:00;290.58;287.91;13.62;9.94;12.75;292.15;295.77;9.84;13.35
2017-04-07 06:30:00;290.91;288.27;13.59;9.92;11.92;292.27;295.69;9.75;13.26
2017-04-07 07:00:00;291.26;288.63;13.57;9.91;11.51;292.38;295.62;9.66;13.16
2017-04-07 07:30:00;291.6;288.99;13.54;9.91;11.93;292.51;295.54;9.57;13.06
2017-04-07 08:00:00;291.94;289.35;13.52;9.9;12.15;292.63;295.46;9.48;12.97
2017-04-07 08:30:00;292.28;289.71;13.49;9.89;12.33;292.75;295.38;9.39;12.87
2017-04-07 09:00:00;292.63;290.07;13.47;9.88;12.48;292.88;295.3;9.3;12.77
2017-04-07 09:30:00;292.69;289.87;13.23;9.68;12.88;292.43;294.95;9.35;12.86
2017-04-07 10:00:00;292.74;289.66;13.0;9.47;12.97;291.98;294.61;9.4;12.95
2017-04-07 10:30:00;292.8;289.45;12.76;9.27;13.28;291.54;294.28;9.44;13.04
2017-04-07 11:00:00;292.86;289.23;12.52;9.07;13.12;291.1;293.95;9.49;13.13
2017-04-07 11:30:00;292.93;288.99;12.29;8.86;12.6;290.66;293.62;9.54;13.22
2017-04-07 12:00:00;293.0;288.75;12.05;8.66;12.44;290.23;293.3;9.59;13.31
2017-04-07 12:30:00;293.25;288.9;12.04;8.65;13.17;290.87;294.13;9.56;13.31
2017-04-07 13:00:00;293.5;289.05;12.02;8.64;13.99;291.52;294.97;9.53;13.32
2017-04-07 13:30:00;293.75;289.2;12.01;8.64;13.27;292.17;295.81;9.5;13.32
2017-04-07 14:00:00;294.0;289.35;11.99;8.63;13.94;292.83;296.65;9.47;13.34
2017-04-07 14:30:00;294.25;289.5;11.98;8.62;13.39;293.49;297.48;9.45;13.35
2017-04-07 15:00:00;294.51;289.65;11.96;8.62;12.99;294.15;298.31;9.42;13.37
2017-04-07 15:30:00;295.46;290.71;11.93;8.52;13.56;294.07;298.47;9.3;13.29
2017-04-07 16:00:00;296.41;291.78;11.91;8.43;13.89;293.98;298.62;9.17;13.22
2017-04-07 16:30:00;297.37;292.88;11.89;8.35;13.16;293.9;298.77;9.05;13.15
2017-04-07 17:00:00;298.33;294.0;11.87;8.26;13.38;293.81;298.93;8.93;13.07
2017-04-07 17:30:00;299.3;295.15;11.86;8.18;13.04;293.71;299.09;8.8;13.0
2017-04-07 18:00:00;300.26;296.32;11.85;8.11;11.92;293.62;299.25;8.68;12.92
2017-04-07 18:30:00;301.41;296.93;11.3;7.74;11.17;294.01;299.83;8.6;12.74
2017-04-07 19:00:00;302.68;297.61;10.76;7.37;11.38;294.42;300.42;8.51;12.56
2017-04-07 19:30:00;304.09;298.37;10.23;7.0;11.47;294.83;301.03;8.43;12.38
2017-04-07 20:00:00;305.65;299.2;9.7;6.63;11.86;295.25;301.66;8.34;12.21
2017-04-07 20:30:00;307.39;300.13;9.17;6.26;11.54;295.67;302.31;8.26;12.03
2017-04-07 21:00:00;309.33;301.18;8.66;5.9;11.39;296.11;302.97;8.17;11.86
2017-04-07 21:30:00;308.85;301.03;8.65;5.92;10.45;296.0;302.63;8.02;11.56
2017-04-07 22:00:00;308.36;300.88;8.64;5.95;9.99;295.88;302.26;7.88;11.27
2017-04-07 22:30:00;307.87;300.73;8.63;5.97;9.72;295.76;301.88;7.73;10.98
2017-04-07 23:00:00;307.38;300.58;8.62;5.99;10.13;295.63;301.48;7.58;10.69
2017-04-07 23:30:00;306.89;300.43;8.61;6.02;9.28;295.49;301.05;7.43;10.4
2017-04-08 00:00:00;306.4;300.28;8.6;6.04;8.76;295.36;300.6;7.28;10.11
2017-04-08 00:30:00;304.06;298.4;8.75;6.19;8.82;294.73;300.06;7.19;9.93
2017-04-08 01:00:00;301.81;296.61;8.92;6.34;9.15;294.1;299.5;7.11;9.76
2017-04-08 01:30:00;299.64;294.91;9.1;6.5;9.09;293.44;298.92;7.02;9.58
2017-04-08 02:00:00;297.56;293.29;9.29;6.67;8.8;292.78;298.31;6.94;9.41
2017-04-08 02:30:00;295.56;291.75;9.49;6.84;8.59;292.09;297.69;6.86;9.23
2017-04-08 03:00:00;293.65;290.28;9.7;7.01;8.62;291.39;297.03;6.77;9.06
2017-04-08 03:30:00;292.55;289.07;9.74;7.04;8.21;291.32;296.57;6.8;9.05
2017-04-08 04:00:00;291.45;287.86;9.77;7.07;8.62;291.24;296.1;6.82;9.04
2017-04-08 04:30:00;290.37;286.67;9.82;7.1;8.75;291.17;295.63;6.85;9.03
2017-04-08 05:00:00;289.29;285.49;9.86;7.13;8.74;291.1;295.16;6.87;9.02
2017-04-08 05:30:00;288.23;284.31;9.91;7.17;8.78;291.02;294.69;6.9;9.02
2017-04-08 06:00:00;287.17;283.15;9.96;7.21;9.2;290.95;294.22;6.92;9.01
2017-04-08 06:30:00;286.77;282.9;9.98;7.26;9.16;289.77;292.61;6.78;8.86
2017-04-08 07:00:00;286.36;282.64;9.99;7.31;8.62;288.53;290.94;6.64;8.73
2017-04-08 07:30:00;285.96;282.39;10.01;7.36;8.39;287.24;289.22;6.5;8.6
2017-04-08 08:00:00;285.56;282.15;10.02;7.41;8.52;285.9;287.45;6.37;8.47
2017-04-08 08:30:00;285.17;281.9;10.04;7.46;8.75;284.49;285.63;6.24;8.36
2017-04-08 09:00:00;284.77;281.66;10.06;7.51;8.7;283.03;283.76;6.11;8.25
2017-04-08 09:30:00;284.15;280.88;9.98;7.44;8.62;282.37;282.45;6.02;8.25
2017-04-08 10:00:00;283.53;280.09;9.91;7.36;8.27;281.7;281.14;5.92;8.26
2017-04-08 10:30:00;282.89;279.27;9.84;7.29;8.01;281.0;279.83;5.83;8.27
2017-04-08 11:00:00;282.25;278.44;9.77;7.22;7.95;280.27;278.52;5.74;8.28
2017-04-08 11:30:00;281.59;277.6;9.7;7.15;7.97;279.53;277.22;5.65;8.3
2017-04-08 12:00:00;280.93;276.74;9.64;7.08;7.78;278.76;275.93;5.57;8.32
2017-04-08 12:30:00;282.75;278.5;9.47;6.95;8.22;280.38;277.89;5.56;8.35
2017-04-08 13:00:00;284.64;280.32;9.31;6.83;8.83;282.0;279.83;5.57;8.39
2017-04-08 13:30:00;286.59;282.21;9.16;6.72;9.02;283.62;281.76;5.57;8.43
2017-04-08 14:00:00;288.6;284.16;9.02;6.61;8.14;285.23;283.66;5.58;8.49
2017-04-08 14:30:00;290.67;286.17;8.89;6.52;7.58;286.83;285.54;5.6;8.56
2017-04-08 15:00:00;292.8;288.24;8.78;6.43;7.69;288.43;287.38;5.62;8.63
2017-04-08 15:30:00;292.82;288.11;8.58;6.22;7.39;288.19;287.75;5.45;8.51
2017-04-08 16:00:00;292.85;287.96;8.39;6.02;6.58;287.95;288.13;5.29;8.39
2017-04-08 16:30:00;292.88;287.81;8.19;5.82;6.16;287.68;288.52;5.12;8.27
2017-04-08 17:00:00;292.91;287.64;7.99;5.61;5.77;287.4;288.93;4.96;8.15
2017-04-08 17:30:00;292.94;287.46;7.79;5.41;5.77;287.09;289.34;4.79;8.02
2017-04-08 18:00:00;292.98;287.27;7.6;5.2;5.98;286.77;289.77;4.63;7.9
2017-04-08 18:30:00;291.21;285.24;7.54;5.13;6.05;283.77;287.59;4.56;7.69
2017-04-08 19:00:00;289.42;283.16;7.5;5.07;5.94;280.68;285.29;4.5;7.49
2017-04-08 19:30:00;287.61;281.04;7.46;5.02;5.14;277.52;282.87;4.45;7.3
2017-04-08 20:00:00;285.79;278.86;7.43;4.97;4.9;274.3;280.33;4.42;7.13
2017-04-08 20:30:00;283.95;276.65;7.41;4.93;4.25;271.05;277.67;4.4;6.97
2017-04-08 21:00:00;282.1;274.41;7.39;4.89;3.55;267.78;274.88;4.39;6.83
2017-04-08 21:30:00;281.06;273.94;7.37;4.9;3.2;268.25;275.01;4.42;6.92
2017-04-08 22:00:00;280.02;273.47;7.34;4.91;2.75;268.72;275.14;4.44;7.0
2017-04-08 22:30:00;278.97;273.01;7.32;4.92;3.28;269.19;275.26;4.46;7.09
2017-04-08 23:00:00;277.91;272.55;7.3;4.93;3.49;269.65;275.38;4.48;7.18
2017-04-08 23:30:00;276.85;272.09;7.28;4.95;4.91;270.11;275.5;4.5;7.27
2017-04-09 00:00:00;275.78;271.63;7.27;4.96;5.95;270.57;275.61;4.52;7.36
2017-04-09 00:30:00;274.08;269.57;7.2;4.91;5.3;268.97;274.16;4.48;7.23
2017-04-09 01:00:00;272.35;267.48;7.14;4.87;5.55;267.35;272.67;4.44;7.12
2017-04-09 01:30:00;270.59;265.35;7.08;4.84;5.65;265.69;271.12;4.4;7.0
2017-04-09 02:00:00;268.8;263.2;7.04;4.81;6.0;264.01;269.52;4.36;6.9
2017-04-09 02:30:00;266.99;261.03;6.99;4.79;6.21;262.3;267.87;4.33;6.79
2017-04-09 03:00:00;265.16;258.84;6.96;4.78;5.65;260.57;266.18;4.31;6.7
2017-04-09 03:30:00;264.21;258.01;6.95;4.76;5.16;258.93;264.6;4.32;6.68
2017-04-09 04:00:00;263.25;257.17;6.94;4.74;5.24;257.3;263.0;4.34;6.66
2017-04-09 04:30:00;262.29;256.33;6.93;4.73;5.03;255.69;261.4;4.36;6.64
2017-04-09 05:00:00;261.33;255.48;6.93;4.71;4.48;254.09;259.79;4.38;6.64
2017-04-09 05:30:00;260.36;254.62;6.92;4.69;4.08;252.51;258.18;4.41;6.63
2017-04-09 06:00:00;259.4;253.76;6.92;4.68;4.31;250.96;256.57;4.44;6.64
2017-04-09 06:30:00;258.74;253.12;6.72;4.57;4.61;251.21;256.49;4.43;6.6
2017-04-09 07:00:00;258.04;252.44;6.52;4.47;4.45;251.46;256.41;4.42;6.57
2017-04-09 07:30:00;257.29;251.74;6.33;4.36;4.01;251.71;256.33;4.41;6.53
2017-04-09 08:00:00;256.5;251.0;6.13;4.26;3.8;251.96;256.24;4.4;6.5
2017-04-09 08:30:00;255.66;250.22;5.94;4.16;3.39;252.21;256.16;4.39;6.47
2017-04-09 09:00:00;254.76;249.4;5.75;4.06;3.08;252.47;256.07;4.37;6.43
2017-04-09 09:30:00;252.01;243.52;5.45;3.83;2.75;251.69;255.18;4.22;6.22
2017-04-09 10:00:00;248.96;236.97;5.17;3.65;2.71;250.84;254.22;4.06;6.01
2017-04-09 10:30:00;245.56;229.86;4.9;3.52;3.12;249.93;253.19;3.91;5.81
2017-04-09 11:00:00;241.79;222.33;4.65;3.46;3.25;248.95;252.09;3.75;5.6
2017-04-09 11:30:00;237.61;214.64;4.43;3.45;2.92;247.88;250.9;3.6;5.4
2017-04-09 12:00:00;233.02;207.05;4.23;3.5;2.1;246.72;249.63;3.45;5.2
2017-04-09 12:30:00;227.25;203.24;4.37;3.64;2.13;243.63;246.5;3.41;5.11
2017-04-09 13:00:00;221.9;199.71;4.55;3.78;1.98;240.47;243.25;3.37;5.03
2017-04-09 13:30:00;216.99;196.47;4.77;3.95;1.26;237.26;239.92;3.35;4.96
2017-04-09 14:00:00;212.53;193.49;5.02;4.12;0.71;234.01;236.51;3.34;4.92
2017-04-09 14:30:00;208.52;190.75;5.29;4.31;0.38;230.75;233.05;3.33;4.89
2017-04-09 15:00:00;204.92;188.25;5.59;4.5;0.4;227.49;229.56;3.34;4.88
2017-04-09 15:30:00;204.69;189.08;5.99;4.68;0.59;224.18;227.01;3.41;5.05
2017-04-09 16:00:00;204.49;189.85;6.39;4.86;1.2;220.99;224.64;3.48;5.24
2017-04-09 16:30:00;204.31;190.57;6.79;5.04;2.38;217.94;222.43;3.56;5.43
2017-04-09 17:00:00;204.16;191.24;7.19;5.22;2.53;215.05;220.38;3.66;5.63
2017-04-09 17:30:00;204.01;191.86;7.59;5.4;2.92;212.3;218.47;3.76;5.84
2017-04-09 18:00:00;203.89;192.44;7.99;5.58;4.57;209.7;216.69;3.87;6.05
2017-04-09 18:30:00;204.15;193.55;8.38;5.77;6.45;205.31;212.28;4.19;6.57
2017-04-09 19:00:00;204.38;194.59;8.78;5.97;7.43;201.57;208.53;4.54;7.12
2017-04-09 19:30:00;204.6;195.56;9.18;6.17;7.6;198.36;205.34;4.9;7.7
2017-04-09 20:00:00;204.79;196.47;9.58;6.37;8.02;195.6;202.6;5.27;8.31
2017-04-09 20:30:00;204.98;197.33;9.98;6.57;8.68;193.22;200.24;5.65;8.92
2017-04-09 21:00:00;205.14;198.13;10.38;6.77;8.99;191.13;198.18;6.05;9.55
2017-04-09 21:30:00;206.09;199.56;10.65;6.92;9.66;192.37;199.36;6.23;9.93
2017-04-09 22:00:00;206.98;200.93;10.92;7.07;10.83;193.54;200.45;6.42;10.3
2017-04-09 22:30:00;207.83;202.24;11.19;7.23;11.87;194.64;201.46;6.61;10.68
2017-04-09 23:00:00;208.64;203.5;11.47;7.39;12.55;195.67;202.4;6.81;11.06
2017-04-09 23:30:00;209.42;204.7;11.74;7.56;12.83;196.65;203.28;7.0;11.45
2017-04-10 00:00:00;210.16;205.85;12.02;7.73;12.22;197.57;204.1;7.2;11.83
2017-04-10 00:30:00;210.14;205.46;12.24;7.91;11.94;199.1;205.66;7.28;11.92
2017-04-10 01:00:00;210.12;205.09;12.46;8.09;11.2;200.59;207.2;7.36;12.02
2017-04-10 01:30:00;210.1;204.74;12.69;8.27;10.71;202.05;208.71;7.44;12.13
2017-04-10 02:00:00;210.08;204.4;12.91;8.46;11.99;203.48;210.2;7.53;12.24
2017-04-10 02:30:00;210.06;204.08;13.13;8.64;12.2;204.88;211.65;7.62;12.36
2017-04-10 03:00:00;210.05;203.77;13.35;8.83;12.6;206.23;213.08;7.72;12.49
2017-04-10 03:30:00;215.98;210.13;12.94;8.56;12.67;212.54;218.56;7.51;12.11
2017-04-10 04:00:00;222.22;216.8;12.67;8.41;13.08;219.11;224.33;7.4;11.85
2017-04-10 04:30:00;228.66;223.62;12.56;8.38;13.93;225.79;230.3;7.39;11.72
2017-04-10 05:00:00;235.13;230.39;12.61;8.47;14.24;232.41;236.34;7.48;11.71
2017-04-10 05:30:00;241.47;236.94;12.81;8.67;13.06;238.79;242.33;7.66;11.84
2017-04-10 06:00:00;247.54;243.12;13.17;8.98;11.75;244.8;248.13;7.93;12.09
2017-04-10 06:30:00;254.22;250.43;12.77;8.78;12.25;251.53;254.04;7.78;11.75
2017-04-10 07:00:00;261.22;257.95;12.55;8.73;13.98;258.42;260.24;7.74;11.55
2017-04-10 07:30:00;268.36;265.42;12.53;8.84;13.34;265.28;266.58;7.82;11.49
2017-04-10 08:00:00;275.42;272.6;12.7;9.09;12.61;271.92;272.91;8.0;11.56
2017-04-10 08:30:00;282.2;279.3;13.05;9.47;12.88;278.19;279.08;8.28;11.78
2017-04-10 09:00:00;288.53;285.4;13.58;9.97;12.73;283.98;284.97;8.66;12.13
2017-04-10 09:30:00;286.93;283.91;13.5;9.92;13.27;284.83;285.71;8.68;12.14
2017-04-10 10:00:00;285.31;282.4;13.43;9.88;11.94;285.67;286.45;8.71;12.15
2017-04-10 10:30:00;283.67;280.88;13.37;9.84;11.9;286.5;287.18;8.74;12.17
2017-04-10 11:00:00;282.02;279.35;13.32;9.82;10.92;287.33;287.92;8.78;12.18
2017-04-10 11:30:00;280.36;277.82;13.28;9.8;12.33;288.15;288.65;8.81;12.2
2017-04-10 12:00:00;278.69;276.28;13.26;9.78;12.49;288.97;289.38;8.85;12.22
2017-04-10 12:30:00;278.12;275.83;13.56;10.02;12.08;287.19;287.39;9.03;12.56
2017-04-10 13:00:00;277.58;275.41;13.87;10.26;12.27;285.49;285.5;9.21;12.91
2017-04-10 13:30:00;277.06;275.0;14.19;10.51;11.71;283.85;283.71;9.4;13.27
2017-04-10 14:00:00;276.56;274.62;14.5;10.75;12.04;282.29;282.02;9.6;13.64
2017-04-10 14:30:00;276.09;274.25;14.81;10.99;12.12;280.78;280.42;9.81;14.03
2017-04-10 15:00:00;275.63;273.9;15.13;11.23;12.45;279.34;278.9;10.02;14.43
2017-04-10 15:30:00;275.85;274.11;15.09;11.2;13.61;279.78;279.68;10.07;14.52
2017-04-10 16:00:00;276.06;274.32;15.06;11.16;13.21;280.2;280.44;10.12;14.62
2017-04-10 16:30:00;276.28;274.54;15.02;11.13;13.59;280.63;281.19;10.17;14.72
2017-04-10 17:00:00;276.49;274.76;14.99;11.09;13.92;281.05;281.94;10.22;14.82
2017-04-10 17:30:00;276.71;274.98;14.95;11.06;13.46;281.46;282.67;10.27;14.93
2017-04-10 18:00:00;276.93;275.2;14.92;11.02;13.43;281.88;283.39;10.32;15.04
2017-04-10 18:30:00;278.91;277.27;14.83;11.0;13.38;283.34;284.55;10.57;15.12
2017-04-10 19:00:00;280.9;279.35;14.76;11.0;13.37;284.73;285.7;10.83;15.21
2017-04-10 19:30:00;282.91;281.43;14.71;11.01;13.96;286.06;286.83;11.1;15.3
2017-04-10 20:00:00;284.93;283.5;14.68;11.03;14.57;287.33;287.95;11.37;15.4
2017-04-10 20:30:00;286.96;285.56;14.66;11.07;15.05;288.54;289.06;11.64;15.51
2017-04-10 21:00:00;288.99;287.6;14.67;11.12;14.63;289.69;290.15;11.92;15.62
2017-04-10 21:30:00;288.98;287.58;14.64;11.1;14.89;291.75;292.23;11.96;15.63
2017-04-10 22:00:00;288.97;287.57;14.61;11.08;14.24;293.79;294.3;12.01;15.66
2017-04-10 22:30:00;288.95;287.55;14.58;11.06;14.56;295.82;296.36;12.07;15.7
2017-04-10 23:00:00;288.94;287.53;14.55;11.04;14.54;297.82;298.41;12.16;15.77
2017-04-10 23:30:00;288.92;287.51;14.52;11.02;15.03;299.79;300.44;12.25;15.86
2017-04-11 00:00:00;288.91;287.5;14.49;11.0;15.89;301.73;302.44;12.36;15.97
2017-04-11 00:30:00;289.15;287.88;14.57;11.13;15.13;301.91;302.94;12.4;16.09
2017-04-11 01:00:00;289.38;288.25;14.64;11.26;17.03;302.08;303.42;12.45;16.21
2017-04-11 01:30:00;289.62;288.62;14.71;11.39;15.14;302.26;303.9;12.49;16.33
2017-04-11 02:00:00;289.85;288.98;14.78;11.52;13.29;302.43;304.38;12.53;16.45
2017-04-11 02:30:00;290.08;289.33;14.85;11.65;14.06;302.61;304.84;12.58;16.58
2017-04-11 03:00:00;290.31;289.67;14.93;11.78;14.83;302.78;305.3;12.62;16.7
2017-04-11 03:30:00;291.26;290.6;14.84;11.73;13.73;303.31;305.62;12.53;16.53
2017-04-11 04:00:00;292.23;291.55;14.76;11.69;14.6;303.85;305.94;12.44;16.36
2017-04-11 04:30:00;293.2;292.5;14.69;11.64;14.89;304.39;306.27;12.34;16.19
2017-04-11 05:00:00;294.19;293.46;14.62;11.6;12.67;304.95;306.61;12.25;16.02
2017-04-11 05:30:00;295.18;294.43;14.55;11.57;13.35;305.51;306.96;12.17;15.85
2017-04-11 06:00:00;296.18;295.4;14.49;11.53;13.06;306.08;307.31;12.08;15.68
2017-04-11 06:30:00;295.86;295.03;14.35;11.45;12.68;305.39;306.38;11.83;15.21
2017-04-11 07:00:00;295.53;294.66;14.2;11.37;13.19;304.67;305.39;11.59;14.74
2017-04-11 07:30:00;295.19;294.28;14.06;11.29;13.63;303.92;304.33;11.35;14.28
2017-04-11 08:00:00;294.85;293.89;13.92;11.21;13.76;303.13;303.2;11.11;13.82
2017-04-11 08:30:00;294.5;293.5;13.77;11.13;13.76;302.32;302.0;10.88;13.37
2017-04-11 09:00:00;294.14;293.11;13.63;11.05;13.14;301.46;300.71;10.64;12.92
2017-04-11 09:30:00;293.54;292.49;13.39;10.84;12.54;300.03;299.01;10.48;12.72
2017-04-11 10:00:00;292.92;291.85;13.15;10.62;11.82;298.54;297.25;10.32;12.53
2017-04-11 10:30:00;292.27;291.17;12.91;10.4;11.02;297.01;295.44;10.17;12.35
2017-04-11 11:00:00;291.6;290.47;12.67;10.19;9.7;295.44;293.58;10.03;12.18
2017-04-11 11:30:00;290.91;289.74;12.43;9.98;10.56;293.82;291.67;9.89;12.03
2017-04-11 12:00:00;290.18;288.98;12.2;9.77;9.46;292.16;289.71;9.76;11.89
2017-04-11 12:30:00;287.82;286.41;11.99;9.54;9.33;291.39;289.34;9.44;11.75
2017-04-11 13:00:00;285.37;283.72;11.79;9.34;10.69;290.57;288.95;9.12;11.6
2017-04-11 13:30:00;282.84;280.92;11.62;9.16;10.26;289.68;288.56;8.79;11.46
2017-04-11 14:00:00;280.24;278.01;11.47;9.0;11.41;288.72;288.15;8.48;11.32
2017-04-11 14:30:00;277.59;275.01;11.34;8.86;11.46;287.69;287.74;8.16;11.17
2017-04-11 15:00:00;274.87;271.92;11.25;8.75;11.46;286.58;287.31;7.85;11.03
2017-04-11 15:30:00;273.43;270.65;11.08;8.58;10.8;282.07;283.4;7.76;10.89
2017-04-11 16:00:00;271.94;269.32;10.92;8.42;11.92;277.48;279.4;7.71;10.79
2017-04-11 16:30:00;270.41;267.94;10.77;8.26;11.8;272.86;275.35;7.72;10.75
2017-04-11 17:00:00;268.84;266.51;10.63;8.1;10.09;268.29;271.29;7.78;10.76
2017-04-11 17:30:00;267.23;265.03;10.49;7.95;7.74;263.8;267.26;7.88;10.83
2017-04-11 18:00:00;265.58;263.48;10.37;7.81;7.58;259.46;263.3;8.03;10.95
2017-04-11 18:30:00;261.31;258.89;10.38;7.71;8.78;257.02;261.08;8.23;11.19
2017-04-11 19:00:00;257.08;254.22;10.45;7.67;9.75;254.7;258.97;8.44;11.45
2017-04-11 19:30:00;252.93;249.52;10.58;7.68;10.97;252.5;256.94;8.67;11.72
2017-04-11 20:00:00;248.9;244.87;10.76;7.74;11.05;250.41;255.02;8.9;12.0
2017-04-11 20:30:00;245.02;240.32;10.99;7.85;9.94;248.43;253.18;9.15;12.3
2017-04-11 21:00:00;241.32;235.92;11.27;8.01;10.16;246.55;251.43;9.41;12.61
2017-04-11 21:30:00;242.57;237.53;11.81;8.38;10.85;247.88;252.31;9.69;12.98
2017-04-11 22:00:00;243.7;239.01;12.35;8.75;10.52;249.14;253.13;9.96;13.36
2017-04-11 22:30:00;244.75;240.37;12.89;9.13;9.91;250.32;253.91;10.25;13.73
2017-04-11 23:00:00;245.7;241.62;13.44;9.51;10.12;251.44;254.65;10.54;14.11
2017-04-11 23:30:00;246.58;242.77;13.99;9.89;11.21;252.51;255.35;10.83;14.5
2017-04-12 00:00:00;247.4;243.83;14.54;10.28;11.86;253.51;256.02;11.12;14.88
2017-04-12 00:30:00;248.58;245.16;14.39;10.24;12.16;254.24;256.87;11.04;14.73
2017-04-12 01:00:00;249.78;246.5;14.24;10.2;11.73;254.98;257.75;10.95;14.59
2017-04-12 01:30:00;251.01;247.84;14.09;10.17;11.54;255.74;258.64;10.87;14.45
2017-04-12 02:00:00;252.27;249.2;13.96;10.14;11.09;256.5;259.55;10.79;14.31
2017-04-12 02:30:00;253.54;250.56;13.83;10.12;10.68;257.28;260.48;10.71;14.17
2017-04-12 03:00:00;254.85;251.92;13.7;10.11;10.1;258.07;261.42;10.63;14.04
2017-04-12 03:30:00;255.46;252.62;13.7;10.11;10.78;259.41;262.57;10.53;13.95
2017-04-12 04:00:00;256.07;253.31;13.7;10.12;11.73;260.77;263.72;10.43;13.86
2017-04-12 04:30:00;256.68;254.0;13.7;10.13;12.03;262.16;264.9;10.34;13.77
2017-04-12 05:00:00;257.29;254.69;13.7;10.14;11.8;263.57;266.08;10.26;13.69
2017-04-12 05:30:00;257.9;255.38;13.7;10.15;12.4;265.0;267.28;10.18;13.62
2017-04-12 06:00:00;258.51;256.07;13.7;10.17;12.11;266.46;268.5;10.1;13.55
2017-04-12 06:30:00;259.54;257.21;13.7;10.15;12.32;265.5;267.63;10.2;13.71
2017-04-12 07:00:00;260.57;258.35;13.7;10.15;12.77;264.56;266.77;10.3;13.88
2017-04-12 07:30:00;261.6;259.49;13.7;10.14;12.46;263.63;265.94;10.4;14.05
2017-04-12 08:00:00;262.63;260.64;13.71;10.14;11.95;262.73;265.13;10.5;14.22
2017-04-12 08:30:00;263.66;261.78;13.72;10.15;11.76;261.84;264.34;10.61;14.39
2017-04-12 09:00:00;264.68;262.92;13.74;10.16;12.17;260.97;263.57;10.72;14.57
2017-04-12 09:30:00;263.55;261.7;13.54;10.01;12.0;260.88;263.46;10.78;14.63
2017-04-12 10:00:00;262.39;260.45;13.34;9.88;11.88;260.78;263.35;10.85;14.68
2017-04-12 10:30:00;261.2;259.16;13.16;9.74;11.9;260.68;263.24;10.92;14.74
2017-04-12 11:00:00;259.97;257.83;12.97;9.62;12.21;260.59;263.13;10.99;14.79
2017-04-12 11:30:00;258.71;256.47;12.8;9.49;12.74;260.5;263.02;11.05;14.85
2017-04-12 12:00:00;257.41;255.08;12.63;9.38;12.57;260.41;262.91;11.12;14.9
2017-04-12 12:30:00;257.21;254.94;12.99;9.65;12.71;261.28;263.54;11.15;14.9
2017-04-12 13:00:00;257.01;254.81;13.36;9.93;13.48;262.16;264.17;11.19;14.89
2017-04-12 13:30:00;256.83;254.69;13.72;10.2;13.08;263.02;264.8;11.23;14.89
2017-04-12 14:00:00;256.66;254.57;14.09;10.48;13.27;263.88;265.42;11.27;14.88
2017-04-12 14:30:00;256.5;254.46;14.45;10.75;13.39;264.74;266.05;11.32;14.88
2017-04-12 15:00:00;256.34;254.36;14.81;11.03;13.22;265.58;266.68;11.36;14.88
2017-04-12 15:30:00;260.01;257.93;14.18;10.55;12.59;267.82;268.96;11.11;14.69
2017-04-12 16:00:00;264.01;261.83;13.62;10.12;12.39;270.16;271.29;10.87;14.52
2017-04-12 16:30:00;268.34;266.06;13.12;9.74;12.15;272.61;273.67;10.65;14.38
2017-04-12 17:00:00;272.97;270.6;12.71;9.42;11.91;275.15;276.1;10.45;14.26
2017-04-12 17:30:00;277.88;275.43;12.38;9.16;11.05;277.78;278.56;10.27;14.17
2017-04-12 18:00:00;283.01;280.5;12.15;8.97;11.09;280.51;281.05;10.11;14.11
2017-04-12 18:30:00;283.28;281.02;12.38;9.17;11.08;280.64;281.35;10.04;14.01
2017-04-12 19:00:00;283.54;281.52;12.61;9.37;11.42;280.78;281.66;9.97;13.92
